Facility_ID,Facility_Name,Country,City,Industry,Fiscal_Year,Employee_Count,Scope1_Emissions,Scope2_Emissions,Scope3_Emissions,Total_Energy_MWh,Renewable_Energy_Percentage,Water_Withdrawal_m3,Water_Recycled_Percentage,Waste_Generated_Tons,Waste_Recycled_Percentage,Female_Workforce_Percentage,Employee_Turnover_Percentage,Training_Hours,Compliance_Violations
FAC110,Sao Paulo Automotive Plant 110,Brazil,Sao Paulo,Automotive,2023,1954,6812.8,3355.2,32278.8,20129.6,42.1,33831.9,29.5,452.5,46.3,35.7,11.5,48.4,2
FAC110,Sao Paulo Automotive Plant 110,Brazil,Sao Paulo,Automotive,2024,2015,3576.8,4157.9,22215.5,16929.4,29.3,41663.1,27.2,2327.2,54.5,20.9,10.5,42.1,0
FAC110,Sao Paulo Automotive Plant 110,Brazil,Sao Paulo,Automotive,2025,2049,5595.5,1873.9,16161.9,16072.9,67.8,25616.3,43.5,393,57,31.8,18.3,59.6,2
FAC111,Curitiba Industrial Plant 111,Brazil,Curitiba,Industrial Equipment,2022,283,870.6,347.9,4181.1,2956.8,54.4,6202.1,23.2,259.2,47.5,33.1,18.2,25.3,1
FAC111,Curitiba Industrial Plant 111,Brazil,Curitiba,Industrial Equipment,2023,274,1314.3,973.3,5006,3662.3,29.1,6220.1,32.3,126.9,48.4,35.2,18.4,46.1,4
FAC111,Curitiba Industrial Plant 111,Brazil,Curitiba,Industrial Equipment,2024,307,444.3,391.8,2665.6,2049.1,43.8,3291.7,61,273.2,52.2,42.1,11.9,50.3,0
FAC111,Curitiba Industrial Plant 111,Brazil,Curitiba,Industrial Equipment,2025,289,837,254.9,4588.4,2275.1,61.3,5358.3,50.6,108.7,66,37.8,17.7,76.2,0
FAC112,Salvador Chemicals Plant 112,Brazil,Salvador,Chemicals,2022,2538,5133.2,2945.2,31231.8,16263.7,20.6,53590.9,61.9,1582,82.6,45.3,16.1,48.1,0
FAC112,Salvador Chemicals Plant 112,Brazil,Salvador,Chemicals,2023,2543,9703.1,4955.4,33478.5,27698.9,31.5,26418.8,33.8,2756.8,58.8,34.8,12.5,47.1,0
FAC112,Salvador Chemicals Plant 112,Brazil,Salvador,Chemicals,2024,2577,8230.3,3444,39421.4,20709.4,29.4,48572.1,27.9,2495.4,79.6,19.7,19.3,40.1,0
FAC112,Salvador Chemicals Plant 112,Brazil,Salvador,Chemicals,2025,2615,9765.6,4612,32001.2,33575,55.9,63903.1,59,850.7,45.8,40,19.4,57.5,1
FAC113,Curitiba Industrial Plant 113,Brazil,Curitiba,Industrial Equipment,2022,2184,6817.4,3450.9,35536.7,16972.5,17.3,30777.1,56.9,940.7,53.3,22.3,8.8,53.6,0
FAC113,Curitiba Industrial Plant 113,Brazil,Curitiba,Industrial Equipment,2023,2249,9410.2,6998.8,37452,28227.6,22.5,38245.2,44.8,994.5,47.2,41.5,7.8,39.4,0
FAC113,Curitiba Industrial Plant 113,Brazil,Curitiba,Industrial Equipment,2024,2300,4940,1302.2,22818.7,14055.8,73.4,56105.9,56.4,2395.7,48.7,34.6,9.9,69.1,0
FAC113,Curitiba Industrial Plant 113,Brazil,Curitiba,Industrial Equipment,2025,2320,7236.3,2216.6,41610.4,23297.6,47.6,56015,66.7,1165.8,88.7,40.7,9.3,72.7,0
FAC114,Salvador Chemicals Plant 114,Brazil,Salvador,Chemicals,2022,1491,3932.8,4575,27473.6,17874.5,23.8,30686,66.2,801.6,53.3,45.6,7.6,17.2,0
FAC114,Salvador Chemicals Plant 114,Brazil,Salvador,Chemicals,2023,1476,5144.9,2210.2,23044.7,12755.2,47.1,10791.7,24.5,1297.3,69.1,41.7,7.7,36,1
FAC114,Salvador Chemicals Plant 114,Brazil,Salvador,Chemicals,2024,1538,4179,3433.2,29832.4,15925.9,33.2,29129.2,31.7,1271,58.4,46.2,12.2,65.3,0
FAC114,Salvador Chemicals Plant 114,Brazil,Salvador,Chemicals,2025,1549,6943.1,896.6,23803.2,17362.9,76.5,15801.9,65.1,1880.4,86,24.7,19.7,75.5,0
FAC115,Campinas Electronics Plant 115,Brazil,Campinas,Electronics,2022,563,1018.1,632.2,5070.1,4203.8,42.2,6567.4,22.6,324.6,88.5,21.5,17.5,29.6,3
FAC115,Campinas Electronics Plant 115,Brazil,Campinas,Electronics,2023,572,1798.8,895.6,11761.4,7023.3,42.2,12590.2,34.8,569,53.7,30.9,8.8,27.7,2
FAC115,Campinas Electronics Plant 115,Brazil,Campinas,Electronics,2024,549,1188,631.4,4829.6,5023.5,47.2,10074.5,65.9,317.6,74,31.7,5.2,32,0
FAC115,Campinas Electronics Plant 115,Brazil,Campinas,Electronics,2025,586,2476.1,623.1,8183.6,6565.8,71,5028.9,32.4,315.2,52.2,45.2,20.4,76.3,3
FAC116,Sao Paulo Automotive Plant 116,Brazil,Sao Paulo,Automotive,2022,193,841.3,426,2953.6,1893.3,28.4,4532.5,20.1,71.1,36.4,32.8,11.4,31.1,0
FAC116,Sao Paulo Automotive Plant 116,Brazil,Sao Paulo,Automotive,2023,232,598,551.4,3733.3,2148.8,31.7,5800.5,35.5,131.9,56.7,45.1,9.7,55.3,3
FAC116,Sao Paulo Automotive Plant 116,Brazil,Sao Paulo,Automotive,2024,235,546.9,222.9,3009.3,1961,70,2262.7,63.5,210.7,80.5,19.6,7.4,36.3,0
FAC116,Sao Paulo Automotive Plant 116,Brazil,Sao Paulo,Automotive,2025,206,339.7,218.9,1808.3,1483.4,58.9,3101.6,69.6,162.7,63.8,21.4,16,40.7,0
FAC117,Campinas Electronics Plant 117,Brazil,Campinas,Electronics,2022,1326,6636.1,2671.5,34045.8,16359.4,44.2,14283.4,69.9,231.5,76.4,23.4,20.7,21.1,1
FAC117,Campinas Electronics Plant 117,Brazil,Campinas,Electronics,2023,1341,6326,4255.3,31589.7,17082.1,21.2,23922.5,67.7,1468.2,39.5,20.4,18.8,47.7,1
FAC117,Campinas Electronics Plant 117,Brazil,Campinas,Electronics,2024,1390,6454.8,3255.6,42504.8,14589,28.3,17897.5,58.2,1364.2,89.6,35.1,8.4,28.2,0
FAC117,Campinas Electronics Plant 117,Brazil,Campinas,Electronics,2025,1424,5781.8,1423.6,16078,17167.5,72.4,16477.9,39.6,1455.1,60.7,18.6,7.8,51.5,0
FAC118,Campinas Electronics Plant 118,Brazil,Campinas,Electronics,2022,671,2615.1,1093.8,13768.9,6512,30.6,6210.1,52.6,731,59.3,32.7,20.2,31.4,1
FAC118,Campinas Electronics Plant 118,Brazil,Campinas,Electronics,2023,700,1357.5,616,7058.6,4648.1,39,5976.7,46.6,871.8,71.9,37.4,16.9,59.9,1
FAC118,Campinas Electronics Plant 118,Brazil,Campinas,Electronics,2024,726,1052,814.4,5134.4,4786.1,50,18298.3,56.1,364.4,49.2,30.8,14.1,50.8,2
FAC118,Campinas Electronics Plant 118,Brazil,Campinas,Electronics,2025,738,1117.8,674.1,6130.4,4998.8,56.8,8515.2,40.2,192.1,66.2,21.4,15.1,42.1,0
FAC119,Salvador Chemicals Plant 119,Brazil,Salvador,Chemicals,2022,335,852.2,573.5,5550.8,3060,42.3,5096.7,60,183.3,86.5,42.3,9.4,13.5,4
FAC119,Salvador Chemicals Plant 119,Brazil,Salvador,Chemicals,2023,365,1536.4,627.5,4959,4605.5,24.8,3654.2,44.9,341.1,83.9,47,15.1,39.9,1
FAC119,Salvador Chemicals Plant 119,Brazil,Salvador,Chemicals,2024,417,1353.1,379.1,4775.1,3631.9,59.7,3811,26.6,122.5,35.9,47.1,18.7,35.4,0
FAC119,Salvador Chemicals Plant 119,Brazil,Salvador,Chemicals,2025,376,1387.6,253.6,4517.1,3490.7,66.7,5815.2,49,73,48.6,22.6,15.7,77.4,0
FAC120,Salvador Chemicals Plant 120,Brazil,Salvador,Chemicals,2022,1158,2830.9,1226.3,9155.7,9501.9,47.7,26229.5,40.5,728.8,58.2,35.4,17.7,55,0
FAC120,Salvador Chemicals Plant 120,Brazil,Salvador,Chemicals,2023,1207,4118.1,1967.6,24596.7,11670.1,46.6,19220,56.3,909.8,56.2,27.5,6.5,58.2,0
FAC120,Salvador Chemicals Plant 120,Brazil,Salvador,Chemicals,2024,1239,3066.1,976.5,12494,8480.5,57.3,12163.2,58,853.1,60,33.2,14.4,56.8,2
FAC120,Salvador Chemicals Plant 120,Brazil,Salvador,Chemicals,2025,1262,3315.6,1618.9,20146.1,8775.1,50.4,24466.5,59.4,1324.5,81.6,43.3,14.4,46.7,1
FAC121,Salvador Chemicals Plant 121,Brazil,Salvador,Chemicals,2022,690,1161.8,841.8,8985,5158.5,38,8610,28.9,153.2,26.2,44.4,11.7,17.1,2
FAC121,Salvador Chemicals Plant 121,Brazil,Salvador,Chemicals,2023,746,1421.7,1081.4,5761.4,4621.1,22.9,8199,34.4,407.4,52,19.4,19.5,30,0
FAC121,Salvador Chemicals Plant 121,Brazil,Salvador,Chemicals,2024,761,1710.6,1993.5,14807,8045.9,32.9,18873.9,59.3,949,79.6,36.3,18.7,30.6,0
FAC121,Salvador Chemicals Plant 121,Brazil,Salvador,Chemicals,2025,774,2184.4,626.9,6726.3,5229.4,66.9,9491.3,47.7,564.3,78.1,21,14.9,49.1,0
FAC122,Campinas Electronics Plant 122,Brazil,Campinas,Electronics,2022,1991,9630.1,5677.2,41588.3,23562.5,12.3,19915.2,31.8,1911.9,52.8,36.9,9.9,43.9,1
FAC122,Campinas Electronics Plant 122,Brazil,Campinas,Electronics,2023,2006,6036,3067.6,39870.1,14053.3,39.3,33002.9,54.7,2432.9,57.4,41.1,17,41.3,0
FAC122,Campinas Electronics Plant 122,Brazil,Campinas,Electronics,2024,2060,4150.9,854.2,19509.8,17218,74.2,39439.3,54.2,2404.6,38.3,36.9,16.4,55.7,0
FAC122,Campinas Electronics Plant 122,Brazil,Campinas,Electronics,2025,2093,7191.4,1400.5,32682.5,19167,79.4,26510.1,43.8,2268.5,86.8,36.3,6.8,52.2,0
FAC123,Salvador Chemicals Plant 123,Brazil,Salvador,Chemicals,2022,1605,4215.9,2746.7,20713.6,19070.3,49.9,32490.1,63.8,1195.9,61.2,24.4,14.2,24.1,0
FAC123,Salvador Chemicals Plant 123,Brazil,Salvador,Chemicals,2023,1605,3295.3,909.6,17158.4,9837.3,60.1,20036.4,42.3,1169,75.4,43.2,9.7,40.8,0
FAC123,Salvador Chemicals Plant 123,Brazil,Salvador,Chemicals,2024,1632,3082.5,1711.3,12417.1,15312.8,54.9,33856.9,51.6,1566.2,88.4,38,18.5,36.5,0
FAC123,Salvador Chemicals Plant 123,Brazil,Salvador,Chemicals,2025,1722,6302.8,1271.6,21356.9,19104.1,71,30462.7,62.9,980.2,45.1,39.3,17.8,37.7,0
FAC124,Campinas Electronics Plant 124,Brazil,Campinas,Electronics,2022,2117,6572.2,4253.8,35697.2,19821.8,27.9,30024.2,31.7,1526.8,53.4,31.2,20.9,32,4
FAC124,Campinas Electronics Plant 124,Brazil,Campinas,Electronics,2023,2152,5735.1,2322.1,30305.6,15180.7,25.7,49373.7,27.7,871.5,59.3,40.4,20.6,34.6,4
FAC124,Campinas Electronics Plant 124,Brazil,Campinas,Electronics,2024,2252,8211.4,4463.2,41914.2,28083,33.2,20272,39.4,1314.7,51.8,18.8,7.3,61.3,0
FAC124,Campinas Electronics Plant 124,Brazil,Campinas,Electronics,2025,2256,11644.3,4266.8,36688.1,28766.9,46.6,30049.3,64.8,1424.5,69.8,35,18.9,69.2,0
FAC125,Campinas Electronics Plant 125,Brazil,Campinas,Electronics,2022,771,3059.7,966,15376.8,8341.4,44.8,6530.5,50.5,662.3,50.9,45,11.4,12.1,1
FAC125,Campinas Electronics Plant 125,Brazil,Campinas,Electronics,2023,777,3747.4,1472.1,17902.8,8997.5,49.1,16851.7,56,613.8,37.7,34.8,8.6,45.8,1
FAC125,Campinas Electronics Plant 125,Brazil,Campinas,Electronics,2024,742,3817.8,1312.4,10499.8,9848.8,52.5,14179.1,49.4,915.2,50.7,24.2,18.3,63.8,0
FAC125,Campinas Electronics Plant 125,Brazil,Campinas,Electronics,2025,761,2771.8,598.1,14001.7,9225.6,65.7,5505.9,47.5,478.3,84.7,27.5,8.6,39.2,0
